miRNA,182_S25_R1_001,112_S27_R1_001,15-7p150_S32_R1_001,192_S22_R1_001,15-1p16_S33_R1_001,121_S24_R1_001,153_S15_R1_001,124_S16_R1_001,166_S4_R1_001,059_S13_R1_001,167_S23_R1_001,149_S3_R1_001,093_S6_R1_001,144_S5_R1_001,062_S19_R1_001,179_S26_R1_001,138_S30_R1_001,033_S21_R1_001,6c_S47_R1_001,123_S20_R1_001,1c_S43_R1_001,29-7p16_S41_R1_001,Undetermined_S0_R1_001,197_S2_R1_001,15-7p16_S31_R1_001,29-1p16_S39_R1_001,17-7p150_S38_R1_001,109_S9_R1_001,187_S10_R1_001,105_S1_R1_001,15-1p150_S34_R1_001,29-7p150_S42_R1_001,17-1p150_S36_R1_001,17-7p16_S37_R1_001,127_S29_R1_001,164_S14_R1_001,075_S12_R1_001,135_S7_R1_001,17-1p16_S35_R1_001,019_S18_R1_001,125_S11_R1_001,106_S28_R1_001,7c_S44_R1_001,32c_S45_R1_001,29-1p150_S40_R1_001,4c_S46_R1_001,103_S17_R1_001,34c_S48_R1_001,128_S8_R1_001
hsa-miR-15a-3p,0.0,13.0,0.0,27.0,0.0,0.0,3.0,8.0,18.0,6.0,0.0,0.0,0.0,13.0,19.0,13.0,16.0,27.0,8.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,24.0,0.0,13.0,0.0,0.0,0.0,2.0,2.0,14.0
hsa-miR-15a-5p,56349.0,216745.0,35633.0,205050.0,3712.0,134505.0,170729.0,188149.0,197656.0,305553.0,81110.0,247497.0,131966.0,120512.0,242190.0,190341.0,297881.0,270190.0,15987.0,247326.0,15299.0,1798.0,94727.0,102003.0,6921.0,875.0,18693.0,226379.0,119896.0,73481.0,77859.0,4860.0,7054.0,4705.0,8773.0,138105.0,1876.0,137672.0,2977.0,84904.0,301810.0,2926.0,39537.0,1715.0,6331.0,291.0,169413.0,57712.0,171663.0
hsa-miR-15b-3p,366.0,2181.0,556.0,1493.0,38.0,721.0,1098.0,1367.0,1317.0,1849.0,695.0,1088.0,995.0,927.0,2301.0,1753.0,2886.0,2123.0,747.0,2183.0,769.0,28.0,701.0,765.0,16.0,6.0,211.0,1400.0,646.0,608.0,1149.0,178.0,118.0,76.0,20.0,896.0,2.0,1107.0,58.0,550.0,1457.0,6.0,1219.0,68.0,171.0,57.0,1082.0,1275.0,1530.0
hsa-miR-15b-5p,618.0,2563.0,185.0,2100.0,319.0,1127.0,1282.0,1925.0,1324.0,2138.0,1138.0,1343.0,1019.0,939.0,2970.0,2434.0,3515.0,2391.0,3454.0,2273.0,4583.0,129.0,1446.0,838.0,892.0,48.0,206.0,1714.0,754.0,794.0,866.0,155.0,157.0,582.0,82.0,1011.0,4.0,1618.0,206.0,772.0,1694.0,21.0,9775.0,330.0,60.0,92.0,1500.0,24142.0,1562.0
hsa-miR-16-1-3p,16.0,55.0,0.0,19.0,0.0,12.0,48.0,42.0,67.0,92.0,0.0,51.0,0.0,0.0,66.0,48.0,60.0,40.0,0.0,38.0,0.0,0.0,28.0,65.0,0.0,0.0,0.0,97.0,0.0,24.0,38.0,0.0,7.0,0.0,0.0,27.0,0.0,13.0,10.0,0.0,80.0,0.0,11.0,0.0,0.0,0.0,62.0,5.0,63.0
hsa-miR-16-2-3p,11949.0,47016.0,4279.0,47017.0,1000.0,32800.0,21709.0,29804.0,22031.0,37915.0,38298.0,23600.0,18770.0,15888.0,44290.0,26974.0,41870.0,24455.0,4033.0,39125.0,3576.0,320.0,13018.0,25232.0,191.0,148.0,2151.0,29272.0,16806.0,13817.0,13491.0,738.0,1385.0,2228.0,5006.0,19736.0,2446.0,24731.0,860.0,20046.0,25887.0,2631.0,10487.0,376.0,865.0,1279.0,25120.0,382.0,39538.0
hsa-miR-16-5p,312541.0,1469688.0,77463.0,1374926.0,34248.0,894826.0,884122.0,1034678.0,794828.0,1241863.0,599828.0,889168.0,600907.0,510767.0,1471824.0,1083273.0,2399635.0,1433797.0,247254.0,1760681.0,347777.0,18185.0,497417.0,615218.0,37732.0,7830.0,72749.0,1060587.0,384180.0,429928.0,336219.0,26108.0,36037.0,54460.0,89379.0,537780.0,12296.0,844765.0,27409.0,450106.0,570388.0,33278.0,703108.0,13896.0,28479.0,4656.0,772938.0,2599218.0,928827.0
hsa-miR-17-3p,803.0,1315.0,3.0,1035.0,38.0,1161.0,526.0,509.0,508.0,528.0,2305.0,300.0,426.0,352.0,1020.0,900.0,1343.0,631.0,471.0,685.0,267.0,24.0,432.0,654.0,98.0,15.0,62.0,1012.0,51.0,332.0,132.0,67.0,8.0,127.0,244.0,471.0,127.0,645.0,40.0,975.0,438.0,801.0,491.0,7.0,13.0,173.0,753.0,775.0,893.0
hsa-miR-181a-2-3p,1694.0,1169.0,992.0,1505.0,452.0,2083.0,1012.0,1141.0,889.0,1874.0,3986.0,1379.0,1787.0,1270.0,1363.0,1374.0,1191.0,925.0,2743.0,1967.0,513.0,64.0,940.0,2572.0,1315.0,46.0,152.0,1462.0,858.0,1458.0,605.0,51.0,330.0,357.0,1300.0,1175.0,896.0,1063.0,342.0,1813.0,1357.0,2306.0,1036.0,152.0,26.0,67.0,1333.0,592.0,1639.0
hsa-miR-181a-3p,334.0,169.0,355.0,787.0,259.0,489.0,662.0,534.0,348.0,572.0,474.0,766.0,586.0,410.0,625.0,609.0,548.0,435.0,701.0,487.0,274.0,95.0,338.0,755.0,793.0,34.0,71.0,481.0,674.0,439.0,97.0,54.0,105.0,252.0,48.0,580.0,0.0,276.0,183.0,498.0,877.0,2.0,706.0,40.0,11.0,63.0,428.0,198.0,258.0
hsa-miR-181a-5p,65710.0,81600.0,43773.0,127402.0,34416.0,115459.0,99173.0,197682.0,91644.0,152233.0,82113.0,132853.0,100208.0,86659.0,122895.0,112565.0,136542.0,98000.0,292489.0,150308.0,168724.0,11296.0,97744.0,111954.0,112344.0,4420.0,8543.0,130989.0,87652.0,98455.0,26566.0,5020.0,9695.0,51338.0,16492.0,97279.0,3105.0,80025.0,34368.0,89336.0,176471.0,14968.0,432731.0,7756.0,2182.0,12747.0,116055.0,1020797.0,91295.0
hsa-miR-181b-2-3p,0.0,6.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,7.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,18.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,29.0,0.0,0.0,9.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,22.0,0.0,0.0,2.0,11.0,13.0,38.0,13.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,34.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,1950.0,2146.0,1650.0,3697.0,1815.0,4143.0,2824.0,3407.0,2186.0,3414.0,2938.0,4034.0,3316.0,2850.0,3356.0,4030.0,3623.0,3597.0,5153.0,3168.0,6287.0,592.0,2222.0,2548.0,3929.0,200.0,437.0,3011.0,4140.0,3449.0,1044.0,167.0,602.0,2635.0,1136.0,3015.0,0.0,1697.0,1929.0,3118.0,4319.0,547.0,13721.0,464.0,61.0,331.0,3444.0,5874.0,2714.0
hsa-miR-181c-3p,98.0,110.0,0.0,203.0,99.0,183.0,128.0,142.0,80.0,343.0,350.0,386.0,106.0,78.0,796.0,412.0,155.0,89.0,850.0,182.0,179.0,38.0,125.0,228.0,135.0,5.0,24.0,259.0,78.0,188.0,65.0,0.0,47.0,109.0,0.0,205.0,0.0,88.0,81.0,230.0,555.0,0.0,215.0,16.0,0.0,0.0,218.0,166.0,86.0
hsa-miR-181c-5p,560.0,1360.0,485.0,1241.0,507.0,1294.0,1424.0,1715.0,1369.0,2115.0,1377.0,1746.0,527.0,805.0,3206.0,1567.0,1283.0,771.0,7823.0,1169.0,2357.0,114.0,1055.0,1588.0,2001.0,53.0,96.0,2531.0,909.0,1473.0,286.0,82.0,80.0,384.0,185.0,939.0,4.0,1744.0,477.0,2476.0,1383.0,462.0,3536.0,122.0,11.0,57.0,1495.0,2255.0,1011.0
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,53.0,102.0,0.0,158.0,42.0,271.0,35.0,93.0,49.0,191.0,228.0,67.0,72.0,53.0,326.0,223.0,96.0,53.0,700.0,146.0,402.0,23.0,72.0,66.0,512.0,0.0,15.0,118.0,170.0,65.0,59.0,0.0,35.0,106.0,0.0,96.0,0.0,82.0,22.0,192.0,136.0,3.0,423.0,7.0,0.0,33.0,27.0,397.0,49.0
hsa-miR-182-3p,4.0,0.0,0.0,13.0,0.0,0.0,10.0,7.0,19.0,6.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,7.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-182-5p,13467.0,66475.0,12166.0,70339.0,3315.0,67563.0,95873.0,121373.0,130807.0,148568.0,228252.0,59209.0,36137.0,47430.0,84625.0,48542.0,84174.0,63957.0,255221.0,51143.0,112542.0,3492.0,56602.0,174404.0,12184.0,1180.0,2191.0,137897.0,110925.0,97478.0,10582.0,4810.0,1688.0,8365.0,19030.0,83745.0,108198.0,97648.0,2812.0,72646.0,73474.0,105813.0,155809.0,13577.0,2682.0,8299.0,62561.0,389401.0,102311.0
hsa-miR-1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,12.0,39.0,0.0,26.0,0.0,10.0,29.0,28.0,62.0,32.0,149.0,0.0,23.0,25.0,54.0,37.0,96.0,29.0,59.0,24.0,22.0,0.0,15.0,46.0,0.0,0.0,0.0,20.0,82.0,20.0,23.0,10.0,0.0,0.0,11.0,54.0,0.0,26.0,0.0,0.0,10.0,0.0,16.0,0.0,0.0,11.0,13.0,67.0,35.0
hsa-miR-183-5p,457.0,2209.0,8.0,1649.0,166.0,1548.0,1385.0,1538.0,1680.0,2165.0,5338.0,659.0,695.0,651.0,2978.0,1106.0,3283.0,1688.0,33870.0,1453.0,12636.0,74.0,2006.0,2229.0,175.0,41.0,73.0,1853.0,1488.0,1240.0,754.0,147.0,159.0,223.0,294.0,814.0,1197.0,1967.0,111.0,917.0,706.0,1935.0,11958.0,825.0,129.0,376.0,1118.0,26135.0,1942.0
hsa-miR-184,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.0,0.0,28.0,0.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,121.0,0.0
hsa-miR-1843,772.0,1248.0,650.0,785.0,105.0,912.0,1245.0,1359.0,774.0,1321.0,901.0,901.0,839.0,513.0,1340.0,740.0,1050.0,628.0,369.0,706.0,170.0,69.0,481.0,1044.0,426.0,0.0,73.0,1341.0,823.0,830.0,348.0,37.0,95.0,77.0,125.0,604.0,229.0,1031.0,94.0,1115.0,717.0,7.0,375.0,41.0,42.0,17.0,1073.0,823.0,1492.0
hsa-miR-185-3p,154.0,442.0,61.0,350.0,87.0,520.0,189.0,231.0,122.0,353.0,907.0,108.0,170.0,295.0,418.0,161.0,367.0,134.0,100.0,208.0,67.0,15.0,176.0,292.0,222.0,0.0,20.0,268.0,239.0,102.0,14.0,0.0,11.0,46.0,84.0,74.0,89.0,236.0,14.0,345.0,124.0,432.0,171.0,11.0,0.0,56.0,248.0,359.0,469.0
hsa-miR-185-5p,140.0,201.0,114.0,188.0,21.0,453.0,110.0,80.0,48.0,145.0,543.0,41.0,75.0,93.0,128.0,148.0,160.0,229.0,2040.0,184.0,713.0,0.0,169.0,114.0,0.0,9.0,19.0,110.0,119.0,96.0,47.0,0.0,8.0,34.0,56.0,63.0,140.0,62.0,11.0,146.0,32.0,377.0,1521.0,3.0,22.0,43.0,93.0,4683.0,77.0
hsa-miR-186-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,60867.0,102494.0,8962.0,61343.0,6469.0,71923.0,44277.0,49431.0,22776.0,50847.0,146315.0,30951.0,33340.0,26040.0,82390.0,55121.0,102283.0,43255.0,46333.0,65084.0,41183.0,2591.0,27786.0,46693.0,10016.0,749.0,3529.0,45693.0,21612.0,32251.0,24311.0,2379.0,4773.0,11074.0,17016.0,26833.0,27837.0,41820.0,5950.0,43229.0,23575.0,72084.0,72920.0,3045.0,2068.0,14230.0,41638.0,116059.0,58738.0
hsa-miR-187-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-187-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-3p,0.0,3.0,120.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0,8.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-188-5p,69.0,45.0,0.0,36.0,0.0,39.0,88.0,39.0,47.0,51.0,0.0,30.0,56.0,53.0,3.0,0.0,77.0,16.0,20.0,18.0,6.0,0.0,16.0,37.0,0.0,0.0,14.0,35.0,63.0,50.0,75.0,0.0,3.0,0.0,24.0,23.0,0.0,50.0,0.0,92.0,90.0,0.0,12.0,0.0,0.0,0.0,43.0,2.0,41.0
hsa-miR-18a-3p,87.0,745.0,0.0,509.0,18.0,447.0,101.0,490.0,159.0,429.0,309.0,34.0,159.0,158.0,277.0,142.0,264.0,144.0,137.0,237.0,68.0,15.0,97.0,362.0,0.0,6.0,14.0,328.0,200.0,265.0,87.0,0.0,4.0,0.0,31.0,33.0,0.0,309.0,0.0,72.0,17.0,0.0,208.0,12.0,6.0,60.0,389.0,356.0,661.0
hsa-miR-18a-5p,66.0,583.0,121.0,350.0,52.0,363.0,288.0,505.0,191.0,468.0,175.0,169.0,114.0,155.0,519.0,281.0,609.0,292.0,521.0,406.0,381.0,41.0,184.0,336.0,0.0,6.0,33.0,459.0,90.0,235.0,89.0,10.0,13.0,113.0,42.0,180.0,0.0,295.0,68.0,170.0,118.0,0.0,625.0,6.0,8.0,0.0,327.0,408.0,470.0
hsa-miR-18b-3p,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,22.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18b-5p,18.0,147.0,0.0,40.0,20.0,0.0,66.0,130.0,22.0,179.0,86.0,20.0,22.0,32.0,64.0,26.0,132.0,68.0,30.0,74.0,51.0,0.0,36.0,46.0,0.0,0.0,0.0,139.0,23.0,66.0,25.0,0.0,15.0,0.0,0.0,19.0,0.0,132.0,0.0,22.0,17.0,0.0,81.0,0.0,0.0,0.0,117.0,28.0,124.0
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
hsa-miR-1909-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1909-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-3p,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-190a-5p,4.0,35.0,0.0,34.0,22.0,61.0,9.0,26.0,13.0,31.0,0.0,15.0,0.0,29.0,38.0,7.0,35.0,17.0,779.0,44.0,197.0,11.0,39.0,0.0,0.0,0.0,9.0,66.0,89.0,0.0,3.0,0.0,0.0,59.0,0.0,3.0,0.0,22.0,0.0,0.0,31.0,0.0,437.0,6.0,4.0,0.0,62.0,177.0,36.0
hsa-miR-190b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,20.0,16.0,0.0,17.0,0.0,0.0,5.0,11.0,9.0,11.0,0.0,0.0,0.0,2.0,9.0,13.0,37.0,9.0,26.0,13.0,14.0,0.0,7.0,23.0,0.0,0.0,0.0,37.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,0.0,0.0,13.0,0.0,75.0,6.0,0.0,0.0,0.0,79.0,8.0
hsa-miR-191-3p,65.0,20.0,0.0,57.0,36.0,27.0,62.0,0.0,52.0,67.0,139.0,38.0,34.0,0.0,142.0,158.0,66.0,47.0,18.0,28.0,6.0,0.0,34.0,94.0,0.0,0.0,21.0,64.0,0.0,14.0,42.0,0.0,3.0,0.0,19.0,79.0,0.0,16.0,31.0,37.0,41.0,0.0,22.0,6.0,0.0,0.0,38.0,12.0,23.0
hsa-miR-191-5p,12837.0,59530.0,6955.0,40338.0,18586.0,42301.0,15708.0,38333.0,16562.0,34007.0,52953.0,18594.0,9960.0,13772.0,137797.0,57371.0,72326.0,26480.0,285505.0,29245.0,210338.0,7830.0,40919.0,35826.0,26636.0,1825.0,2420.0,33277.0,10405.0,23489.0,13024.0,3860.0,3635.0,33171.0,10793.0,13546.0,10177.0,33383.0,14264.0,23683.0,13617.0,76843.0,472409.0,148232.0,1104.0,46612.0,23449.0,769169.0,22300.0
hsa-miR-1910-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1910-5p,9.0,0.0,0.0,10.0,0.0,18.0,0.0,0.0,6.0,0.0,45.0,10.0,9.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,43.0,0.0,33.0,0.0,5.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1911-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1911-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1912-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1912-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1913-3p,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1913-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1915-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1915-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,82.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,47.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,168.0,139.0,0.0,0.0,10.0,16.0,0.0
